Date,Time,X,Y,Z,Magnitud,Dias Restantes,Gas_%
2025-04-05,00:00:00,65454,65361,65378,113272.103,13.867311907496543,42.40343333333343
2025-04-05,00:10:00,65423,65353,65466,113300.4002,14.17578228961876,43.346673333333456
2025-04-05,00:20:00,65425,65338,65450,113283.6589,13.99328383718441,42.78862999999983
2025-04-05,00:30:00,65410,65330,65451,113270.9601,13.854853049385866,42.36533666666655
2025-04-05,00:40:00,65420,65355,65467,113300.3994,14.17577356874502,43.346646666666494
2025-04-05,00:50:00,65423,65322,65385,113235.7313,13.470820657569503,41.19104333333332
2025-04-05,01:00:00,65420,65321,65451,113271.5447,13.861225827801723,42.38482333333328
2025-04-05,01:10:00,65411,65349,65401,113253.6159,13.665782328551238,41.78719666666681
2025-04-05,01:20:00,65401,65340,65396,113239.7599,13.514736797025673,41.32533000000016
2025-04-05,01:30:00,65411,65341,65471,113289.4392,14.056295419594706,42.98130666666645
2025-04-05,01:40:00,65424,65346,65422,113271.5215,13.860972922466075,42.38405000000009
2025-04-05,01:50:00,65430,65347,65423,113276.1415,13.911335967763955,42.538049999999934
2025-04-05,02:00:00,65415,65334,65425,113261.1337,13.747734558408567,42.03779000000019
2025-04-05,02:10:00,65429,65322,65464,113284.8314,14.006065367619879,42.827713333333186
2025-04-05,02:20:00,65418,65326,65384,113234.5727,13.45819065231367,41.15242333333347
2025-04-05,02:30:00,65408,65358,65381,113245.5288,13.577624106986494,41.517626666666665
2025-04-05,02:40:00,65403,65344,65423,113258.8172,13.72248217866123,41.9605733333335
2025-04-05,02:50:00,65413,65328,65453,113272.6947,13.873762083665865,42.42315666666642
2025-04-05,03:00:00,65420,65321,65447,113269.2335,13.836031223842332,42.307783333333404
2025-04-05,03:10:00,65427,65326,65407,113253.0541,13.659658095034159,41.768469999999795
2025-04-05,03:20:00,65428,65327,65410,113255.9412,13.691130637908621,41.8647066666667
2025-04-05,03:30:00,65402,65333,65444,113264.0262,13.779265967179914,42.13420666666644
2025-04-05,03:40:00,65403,65359,65367,113235.1358,13.464329057250302,41.171193333333456
2025-04-05,03:50:00,65401,65325,65417,113243.2352,13.552621362247198,41.44117333333319
2025-04-05,04:00:00,65409,65323,65417,113246.7019,13.590412178077187,41.55673
2025-04-05,04:10:00,65428,65337,65453,113286.548,14.024778182242912,42.88493333333317
2025-04-05,04:20:00,65411,65353,65437,113276.7165,13.917604095696024,42.5572166666665
2025-04-05,04:30:00,65429,65355,65377,113253.6189,13.665815031827373,41.78729666666671
2025-04-05,04:40:00,65430,65334,65435,113275.5741,13.90515068813148,42.519136666666604
2025-04-05,04:50:00,65413,65342,65425,113264.5936,13.785451246812388,42.15311999999976
2025-04-05,05:00:00,65407,65340,65443,113270.3734,13.848457378676713,42.34577999999989
2025-04-05,05:10:00,65412,65337,65474,113289.4434,14.056341204181452,42.98144666666679
2025-04-05,05:20:00,65420,65343,65389,113248.4233,13.609177317942038,41.61410999999983
2025-04-05,05:30:00,65424,65348,65378,113247.2682,13.596585466508468,41.575606666666864
2025-04-05,05:40:00,65412,65320,65452,113266.9257,13.810873683595943,42.2308566666669
2025-04-05,05:50:00,65406,65328,65451,113267.4968,13.81709929726888,42.24989333333312
2025-04-05,06:00:00,65400,65327,65451,113263.4554,13.77304362383459,42.11518000000021
2025-04-05,06:10:00,65430,65330,65478,113298.1124,14.150842771213375,43.27041333333327
2025-04-05,06:20:00,65416,65327,65398,113242.08,13.54002842070437,41.402666666666725
2025-04-05,06:30:00,65402,65352,65368,113231.0953,13.420283194798692,41.03651000000003
2025-04-05,06:40:00,65409,65358,65404,113259.3866,13.728689260477744,41.97955333333327
2025-04-05,06:50:00,65427,65326,65436,113269.8049,13.84226010784304,42.32683000000009
2025-04-05,07:00:00,65407,65331,65397,113238.6101,13.502202721379886,41.28700333333351
2025-04-05,07:10:00,65400,65342,65425,113257.0863,13.703613478421689,41.90287666666651
2025-04-05,07:20:00,65423,65356,65462,113299.8195,14.169452025461876,43.32731666666659
2025-04-05,07:30:00,65411,65359,65449,113287.1105,14.030910046524317,42.90368333333318
2025-04-05,07:40:00,65426,65354,65428,113280.7573,13.961653228475246,42.691909999999915
2025-04-05,07:50:00,65402,65356,65410,113257.6551,13.709814019583135,41.921836666666785
2025-04-05,08:00:00,65413,65322,65364,113217.8288,13.275663857040056,40.59429333333343
2025-04-05,08:10:00,65404,65345,65377,113233.4066,13.445478888867344,41.1135533333334
2025-04-05,08:20:00,65406,65346,65372,113232.2522,13.4328946681981,41.07507333333342
2025-04-05,08:30:00,65414,65334,65453,113276.7327,13.91778069338731,42.55775666666644
2025-04-05,08:40:00,65409,65332,65414,113250.1607,13.628116875279813,41.6720233333331
2025-04-05,08:50:00,65430,65351,65466,113303.2888,14.207271184131132,43.44295999999982
2025-04-05,09:00:00,65416,65351,65367,113238.0278,13.495855015475678,41.26759333333321
2025-04-05,09:10:00,65429,65356,65386,113259.3915,13.728742675828816,41.9797166666666
2025-04-05,09:20:00,65406,65334,65406,113244.9612,13.571436647135663,41.49870666666684
2025-04-05,09:30:00,65428,65355,65376,113252.4639,13.653224270502902,41.74879666666675
2025-04-05,09:40:00,65431,65326,65422,113264.0284,13.779289949582465,42.134279999999855
2025-04-05,09:50:00,65418,65341,65391,113247.2688,13.596592007163695,41.57562666666684
2025-04-05,10:00:00,65401,65325,65391,113228.2178,13.388915302408018,40.94059333333328
2025-04-05,10:10:00,65427,65339,65393,113252.4688,13.653277685853975,41.74896000000008
2025-04-05,10:20:00,65429,65330,65455,113284.2441,13.999663156255497,42.80813666666654
2025-04-05,10:30:00,65424,65358,65425,113280.1773,13.955330595082845,42.67257666666652
2025-04-05,10:40:00,65400,65320,65390,113224.1781,13.34487816083015,40.80593666666682
2025-04-05,10:50:00,65429,65332,65468,113292.9093,14.094123299137705,43.09697666666665
2025-04-05,11:00:00,65402,65358,65433,113272.0939,13.867212707558881,42.40313000000024
2025-04-05,11:10:00,65407,65346,65372,113232.8298,13.439191138969594,41.094326666666895
2025-04-05,11:20:00,65429,65356,65460,113302.1287,14.194624827237234,43.40429000000004
2025-04-05,11:30:00,65418,65343,65442,113277.8784,13.930270074555763,42.59594666666671
2025-04-05,11:40:00,65426,65351,65459,113296.93,14.137953319966506,43.23099999999977
2025-04-05,11:50:00,65423,65331,65402,113250.7399,13.63443078779863,41.691330000000015
2025-04-05,12:00:00,65401,65322,65476,113275.5978,13.90540904401326,42.51992666666678
2025-04-05,12:10:00,65404,65336,65422,113254.2017,13.672168188277551,41.8067233333335
2025-04-05,12:20:00,65416,65321,65365,113219.5625,13.294563080337214,40.65208333333333
2025-04-05,12:30:00,65427,65342,65464,113295.2099,14.119202351521368,43.17366333333339
2025-04-05,12:40:00,65431,65352,65364,113245.5393,13.577738568453123,41.5179766666668
2025-04-05,12:50:00,65418,65321,65416,113250.1692,13.628209534562407,41.6723066666668
2025-04-05,13:00:00,65411,65345,65395,113247.8431,13.60285250433128,41.59476999999994
2025-04-05,13:10:00,65405,65351,65431,113268.632,13.829474216970702,42.28773333333326
2025-04-05,13:20:00,65422,65330,65419,113259.4038,13.728876759261126,41.98012666666667
2025-04-05,13:30:00,65426,65336,65401,113254.7799,13.678471199704111,41.82599666666647
2025-04-05,13:40:00,65423,65324,65479,113291.1883,14.075362519709566,43.03960999999981
2025-04-05,13:50:00,65401,65325,65449,113261.7236,13.75416511261221,42.05745333333325
2025-04-05,14:00:00,65410,65335,65460,113279.0445,13.942981838002089,42.63481666666679
2025-04-05,14:10:00,65408,65325,65443,113262.2988,13.760435420762795,42.076626666666805
2025-04-05,14:20:00,65428,65322,65383,113237.4653,13.489723151194273,41.248843333333205
2025-04-05,14:30:00,65427,65355,65382,113255.3499,13.68468482217601,41.8449966666667
2025-04-05,14:40:00,65425,65322,65382,113235.1546,13.46453399778085,41.17181999999981
2025-04-05,14:50:00,65419,65351,65434,113278.4495,13.93649568822886,42.61498333333342
2025-04-05,15:00:00,65419,65352,65403,113261.1225,13.747612466177452,42.03741666666659
2025-04-05,15:10:00,65431,65358,65445,113295.772,14.125329855365901,43.19239999999991
2025-04-05,15:20:00,65407,65320,65374,113218.9822,13.288237176617201,40.63273999999995
2025-04-05,15:30:00,65427,65344,65413,113266.9026,13.81062186836939,42.23008666666671
2025-04-05,15:40:00,65422,65350,65457,113292.8922,14.09393689046358,43.09640666666674
2025-04-05,15:50:00,65409,65354,65370,113237.4474,13.489528021646567,41.24824666666682
2025-04-05,16:00:00,65427,65335,65453,113284.817,14.005908391894275,42.82723333333318
2025-04-05,16:10:00,65415,65321,65364,113218.4073,13.28197013879439,40.61357666666687
2025-04-05,16:20:00,65415,65331,65432,113263.4469,13.772950964551997,42.11489666666651
2025-04-05,16:30:00,65404,65351,65372,113233.9825,13.451756827782253,41.13274999999994
2025-04-05,16:40:00,65408,65354,65382,113243.7976,13.5587521364195,41.459920000000174
2025-04-05,16:50:00,65415,65335,65366,113227.6398,13.382614471199814,40.921326666666815
2025-04-05,17:00:00,65419,65343,65417,113264.015,13.779143874948957,42.133833333333314
2025-04-05,17:10:00,65423,65352,65387,113254.1946,13.672090790523928,41.80648666666676
2025-04-05,17:20:00,65419,65330,65476,113290.6044,14.068997372058194,43.020146666666555
2025-04-05,17:30:00,65407,65355,65401,113254.768,13.678341476708672,41.82559999999988
2025-04-05,17:40:00,65407,65339,65462,113280.7751,13.961847267913857,42.6925033333333
2025-04-05,17:50:00,65415,65344,65462,113288.2783,14.043640341827224,42.94261000000018
2025-04-05,18:00:00,65424,65348,65381,113249.0,13.615463977730688,41.63333333333333
2025-04-05,18:10:00,65431,65337,65429,113274.4162,13.892528313640131,42.48054000000023
2025-04-05,18:20:00,65421,65354,65443,113286.5341,14.024626657063436,42.88447000000015
2025-04-05,18:30:00,65428,65355,65396,113264.0103,13.779092639816241,42.13367666666648
2025-04-05,18:40:00,65403,65352,65377,113236.8687,13.483219559673875,41.228956666666875
2025-04-05,18:50:00,65420,65339,65371,113235.723,13.470730178505423,41.190766666666605
2025-04-05,19:00:00,65406,65322,65380,113223.0229,13.332285219287167,40.76742999999988
2025-04-05,19:10:00,65431,65352,65411,113272.6736,13.873532070623508,42.42245333333315
2025-04-05,19:20:00,65411,65341,65385,113239.7608,13.514746608008512,41.325360000000124
2025-04-05,19:30:00,65413,65349,65401,113254.7711,13.678375270094065,41.82570333333327
2025-04-05,19:40:00,65405,65327,65390,113231.1046,13.42038457495487,41.036820000000205
2025-04-05,19:50:00,65426,65353,65384,113254.7727,13.678392711841388,41.82575666666671
2025-04-05,20:00:00,65429,65352,65391,113259.9701,13.735050047692404,41.999003333333526
2025-04-05,20:10:00,65414,65352,65432,113274.9837,13.898714683381705,42.49945666666657
2025-04-05,20:20:00,65427,65338,65367,113236.8812,13.483355823324542,41.22937333333345
2025-04-05,20:30:00,65402,65336,65407,113244.3824,13.565127095053716,41.47941333333341
2025-04-05,20:40:00,65427,65349,65456,113294.6251,14.112827392887153,43.15417000000016
2025-04-05,20:50:00,65413,65325,65462,113276.17,13.911646648887551,42.538999999999945
2025-04-05,21:00:00,65427,65356,65387,113258.8135,13.722441844620612,41.96045000000013
2025-04-05,21:10:00,65428,65350,65462,113299.2459,14.163199159058617,43.30819666666648
2025-04-05,21:20:00,65427,65352,65479,113309.6451,14.276561795565595,43.654836666666476
2025-04-05,21:30:00,65430,65340,65395,113255.9337,13.691048879718128,41.86445666666647
2025-04-05,21:40:00,65422,65352,65430,113278.4485,13.93648478713676,42.61494999999995
2025-04-05,21:50:00,65431,65337,65388,113250.739,13.634420976815791,41.69130000000005
2025-04-05,22:00:00,65409,65350,65417,113262.2782,13.760210858266408,42.075940000000024
2025-04-05,22:10:00,65425,65322,65467,113284.2549,13.99978088804974,42.80849666666666
2025-04-05,22:20:00,65413,65343,65477,113295.215,14.119257947090796,43.173833333333214
2025-04-05,22:30:00,65431,65341,65386,113251.89,13.646968133772027,41.729666666666645
2025-04-05,22:40:00,65401,65346,65469,113285.3939,14.012197231901283,42.84646333333318
2025-04-05,22:50:00,65401,65345,65380,113233.406,13.445472348212117,41.11353333333342
2025-04-05,23:00:00,65407,65352,65372,113236.2925,13.476938350431194,41.209749999999865
2025-04-05,23:10:00,65410,65358,65456,113290.0004,14.062413112456557,43.000013333333484
2025-04-05,23:20:00,65409,65345,65462,113285.3907,14.012162348406791,42.846356666666786
2025-04-05,23:30:00,65417,65344,65387,113246.1125,13.583987074419513,41.53708333333343
2025-04-05,23:40:00,65412,65326,65420,113251.8981,13.64705643261775,41.72993666666686
2025-04-05,23:50:00,65403,65339,65428,113258.8209,13.722522512701849,41.96069666666687
2025-05-05,00:00:00,65407,65335,65377,113229.369,13.40146463958277,40.978966666666864
2025-05-05,00:10:00,65411,65342,65378,113236.2962,13.476978684471813,41.209873333333235
2025-05-05,00:20:00,65427,65353,65429,113281.3355,13.967956239901964,42.711183333333366
2025-05-05,00:30:00,65431,65342,65426,113275.5675,13.905078740923983,42.518916666666826
2025-05-05,00:40:00,65421,65344,65421,113268.0574,13.823210449475503,42.26858000000017
2025-05-05,00:50:00,65430,65341,65421,113271.5252,13.861013256506693,42.38417333333346
2025-05-05,01:00:00,65425,65341,65412,113263.4392,13.772867026143146,42.11463999999978
2025-05-05,01:10:00,65419,65325,65378,113231.1091,13.420433629869072,41.03697000000005
2025-05-05,01:20:00,65421,65356,65460,113297.5091,14.144266142376068,43.25030333333319
2025-05-05,01:30:00,65407,65324,65466,113274.4357,13.892740884935163,42.48119000000006
2025-05-05,01:40:00,65403,65325,65472,113276.1706,13.911653189542777,42.53901999999992
2025-05-05,01:50:00,65431,65349,65410,113270.3653,13.84836907983115,42.34551000000016
2025-05-05,02:00:00,65402,65359,65415,113262.274,13.760165073679818,42.075800000000164
2025-05-05,02:10:00,65415,65332,65477,113290.0259,14.062691090303861,43.000863333333115
2025-05-05,02:20:00,65427,65349,65382,113251.8876,13.64694197115112,41.72958666666673
2025-05-05,02:30:00,65416,65338,65455,113281.3503,13.96811757606444,42.71167666666685
2025-05-05,02:40:00,65425,65345,65464,113295.7852,14.125473749781053,43.19283999999995
2025-05-05,02:50:00,65425,65342,65372,113240.92,13.527383153919569,41.36399999999994
2025-05-05,03:00:00,65411,65320,65421,113248.4373,13.609329933230928,41.614576666666835
2025-05-05,03:10:00,65425,65320,65474,113287.1471,14.031309026493632,42.9049033333334
2025-05-05,03:20:00,65401,65351,65411,113254.77,13.678363278892865,41.8256666666668
2025-05-05,03:30:00,65424,65359,65472,113307.9055,14.257598255825265,43.59684999999978
2025-05-05,03:40:00,65420,65320,65379,113229.3798,13.401582371376854,40.9793266666665
2025-05-05,03:50:00,65428,65358,65427,113283.6426,13.99310614938403,42.788086666666885
2025-05-05,04:00:00,65430,65324,65385,113240.9294,13.527485624184845,41.36431333333312
2025-05-05,04:10:00,65428,65322,65439,113269.8088,13.842302622102016,42.326959999999964
2025-05-05,04:20:00,65425,65335,65414,113261.133,13.747726927644083,42.03776666666672
2025-05-05,04:30:00,65404,65341,65420,113255.931,13.691019446769607,41.86436666666656
2025-05-05,04:40:00,65428,65333,65455,113285.3967,14.012227754959062,42.84655666666659
2025-05-05,04:50:00,65404,65349,65473,113291.168,14.07514122754095,43.0389333333335
2025-05-05,05:00:00,65429,65324,65439,113271.5398,13.861172412450653,42.384659999999954
2025-05-05,05:10:00,65415,65345,65453,113283.6549,13.993240232816179,42.78849666666647
2025-05-05,05:20:00,65415,65340,65402,113251.3109,13.640655311362469,41.71036333333323
2025-05-05,05:30:00,65403,65352,65457,113283.0754,13.986923049969906,42.76918000000005
2025-05-05,05:40:00,65404,65342,65373,113229.3659,13.40143084619738,40.97886333333348
2025-05-05,05:50:00,65421,65324,65463,113280.7865,13.961971540363326,42.6928833333334
2025-05-05,06:00:00,65401,65350,65373,113232.25,13.43287068579555,41.075
2025-05-05,06:10:00,65425,65338,65421,113266.9065,13.810664382628365,42.23021666666658
2025-05-05,06:20:00,65431,65320,65432,113266.3444,13.804536878783832,42.21148000000006
2025-05-05,06:30:00,65412,65323,65379,113226.4886,13.370065134025062,40.882953333333234
2025-05-05,06:40:00,65423,65335,65365,113231.6845,13.42670611823801,41.0561500000001
2025-05-05,06:50:00,65416,65347,65395,113251.8851,13.646914718420957,41.72950333333332
2025-05-05,07:00:00,65426,65339,65387,113248.4268,13.6092154717643,41.6142266666667
2025-05-05,07:10:00,65411,65354,65396,113253.6139,13.665760526367043,41.78712999999989
2025-05-05,07:20:00,65400,65356,65375,113236.2899,13.47691000759193,41.209663333333445
2025-05-05,07:30:00,65402,65320,65396,113228.7985,13.395245566564903,40.95995000000015
2025-05-05,07:40:00,65407,65329,65406,113242.6542,13.546287827762857,41.42180666666682
2025-05-05,07:50:00,65411,65348,65376,113238.6038,13.502134044499845,41.286793333333236
2025-05-05,08:00:00,65411,65350,65409,113258.8129,13.722435303965385,41.96043000000015
2025-05-05,08:10:00,65401,65354,65450,113279.0299,13.94282268205797,42.63432999999981
2025-05-05,08:20:00,65416,65345,65371,113236.8744,13.483281695898532,41.229146666666686
2025-05-05,08:30:00,65428,65345,65437,113281.919,13.974317027116468,42.730633333333145
2025-05-05,08:40:00,65425,65353,65478,113308.4892,14.263961223258285,43.616306666666546
2025-05-05,08:50:00,65408,65326,65431,113255.9425,13.691144809328334,41.86475000000016
2025-05-05,09:00:00,65425,65330,65392,113245.5438,13.577787623367325,41.518126666666646
2025-05-05,09:10:00,65423,65355,65452,113293.4652,14.100183216211612,43.11550666666687
2025-05-05,09:20:00,65420,65355,65373,113246.1105,13.583965272235318,41.53701666666651
2025-05-05,09:30:00,65404,65328,65387,113229.3715,13.401491892312778,40.979049999999795
2025-05-05,09:40:00,65431,65354,65412,113274.405,13.892406221409018,42.48016666666663
2025-05-05,09:50:00,65402,65355,65445,113277.2954,13.923914737887229,42.57651333333342
2025-05-05,10:00:00,65416,65358,65459,113295.198,14.11907262852593,43.1732666666668
2025-05-05,10:10:00,65423,65342,65425,113270.3691,13.848410503980869,42.34563666666654
2025-05-05,10:20:00,65431,65356,65375,113254.1969,13.672115863035577,41.80656333333318
2025-05-05,10:30:00,65416,65332,65386,113238.0337,13.495919331918849,41.26779
2025-05-05,10:40:00,65424,65354,65468,113302.7101,14.200962722158444,43.42366999999989
2025-05-05,10:50:00,65429,65336,65476,113299.839,14.169664596757068,43.3279666666669
2025-05-05,11:00:00,65429,65339,65475,113300.9911,14.182223744914502,43.366369999999975
2025-05-05,11:10:00,65424,65341,65376,113242.0745,13.53996846469807,41.402483333333414
2025-05-05,11:20:00,65426,65338,65412,113262.2862,13.760298067002871,42.07620666666674
2025-05-05,11:30:00,65403,65331,65424,113251.8951,13.647023729341456,41.72983666666647
2025-05-05,11:40:00,65408,65338,65439,113267.4862,13.816983745693152,42.24953999999998
2025-05-05,11:50:00,65408,65326,65391,113232.8381,13.439281618033512,41.09460333333312
2025-05-05,12:00:00,65413,65350,65415,113263.4332,13.772801619590876,42.11443999999998
2025-05-05,12:10:00,65418,65335,65432,113267.4868,13.816990286348378,42.24955999999996
2025-05-05,12:20:00,65402,65331,65388,113230.5246,13.414061941562467,41.017486666666805
2025-05-05,12:30:00,65419,65340,65463,113288.8588,14.049968425765595,42.96196000000006
2025-05-05,12:40:00,65420,65342,65379,113242.0726,13.539947752623132,41.402419999999985
2025-05-05,12:50:00,65424,65358,65472,113307.3286,14.251309415818257,43.57761999999978
2025-05-05,13:00:00,65420,65358,65377,113250.151,13.628011134686925,41.67169999999993
2025-05-05,13:10:00,65430,65324,65398,113248.4361,13.609316851920473,41.61453666666687
2025-05-05,13:20:00,65422,65348,65470,113299.2502,14.163246033754461,43.30833999999983
2025-05-05,13:30:00,65410,65337,65474,113288.2886,14.043752623075338,42.94295333333333
2025-05-05,13:40:00,65411,65328,65437,113262.295,13.76039399661292,42.076499999999946
2025-05-05,13:50:00,65425,65336,65465,113291.1724,14.075189192345896,43.03907999999986
2025-05-05,14:00:00,65406,65332,65403,113242.0746,13.539969554807326,41.4024866666669
2025-05-05,14:10:00,65409,65328,65413,113247.2756,13.596666134589547,41.57585333333312
2025-05-05,14:20:00,65426,65321,65368,113227.0725,13.376430281676436,40.90241666666649
2025-05-05,14:30:00,65428,65356,65401,113267.4742,13.816852932588455,42.2491399999999
2025-05-05,14:40:00,65418,65327,65475,113287.719,14.037543361040312,42.92396666666658
2025-05-05,14:50:00,65412,65320,65449,113265.1921,13.791975550407884,42.17307000000001
2025-05-05,15:00:00,65419,65336,65434,113269.7966,13.842169628778963,42.326553333333386
2025-05-05,15:10:00,65424,65323,65399,113244.9703,13.571535847073324,41.499010000000034
2025-05-05,15:20:00,65405,65350,65382,113239.7565,13.514699733312664,41.32521666666677
2025-05-05,15:30:00,65428,65358,65454,113299.2386,14.163119581086637,43.30795333333323
2025-05-05,15:40:00,65409,65345,65382,113239.1815,13.508431605380594,41.3060500000002
2025-05-05,15:50:00,65406,65322,65408,113239.1937,13.508564598703648,41.30645666666678
2025-05-05,16:00:00,65412,65347,65421,113264.5902,13.78541418309954,42.15300666666686
2025-05-05,16:10:00,65419,65347,65435,113276.7196,13.917637889081416,42.55731999999989
2025-05-05,16:20:00,65428,65358,65364,113247.2686,13.596589826945179,41.57561999999986
2025-05-05,16:30:00,65402,65332,65455,113269.8056,13.842267738607525,42.32685333333357
2025-05-05,16:40:00,65429,65344,65419,113271.5231,13.860990364213398,42.38410333333353
2025-05-05,16:50:00,65400,65357,65369,113233.4032,13.44544182515434,41.113440000000026
2025-05-05,17:00:00,65425,65351,65408,113266.8985,13.8105771738919,42.22994999999985
2025-05-05,17:10:00,65428,65340,65443,113282.501,13.980661462693066,42.75003333333346
2025-05-05,17:20:00,65421,65340,65438,113275.5697,13.905102723326374,42.518989999999754
2025-05-05,17:30:00,65427,65356,65399,113265.7418,13.797967880711008,42.19139333333345
2025-05-05,17:40:00,65402,65338,65383,113231.6764,13.42661781939229,41.05587999999989
2025-05-05,17:50:00,65424,65337,65410,113259.3989,13.728823343910053,41.97996333333334
